date,region,mean,median,lower_90,upper_90,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests
2020-05-13,Херсонська,0.62,0.62,0.55,0.67,0.67,2.01,0.0,0,40
2020-05-14,Херсонська,0.62,0.62,0.57,0.68,0.61,1.87,2.14,2,50
2020-05-15,Херсонська,0.63,0.63,0.57,0.69,0.56,1.74,0.0,0,80
2020-05-16,Херсонська,0.63,0.63,0.57,0.7,0.52,1.61,1.07,1,16
2020-05-17,Херсонська,0.64,0.64,0.57,0.7,0.47,1.49,0.0,0,40
2020-05-18,Херсонська,0.65,0.65,0.58,0.71,0.44,1.38,0.0,0,32
2020-05-19,Херсонська,0.66,0.65,0.6,0.74,0.4,1.27,4.27,4,48
2020-05-20,Херсонська,0.66,0.66,0.59,0.73,0.37,1.17,0.0,0,24
2020-05-21,Херсонська,0.67,0.67,0.59,0.74,0.34,1.08,0.0,0,80
2020-05-22,Херсонська,0.68,0.68,0.59,0.75,0.32,1.0,4.27,4,72
2020-05-23,Херсонська,0.69,0.69,0.59,0.76,0.3,0.92,0.0,0,8
2020-05-24,Херсонська,0.69,0.69,0.59,0.76,0.28,0.85,0.0,0,0
2020-05-25,Херсонська,0.7,0.7,0.6,0.77,0.26,0.79,1.07,1,48
2020-05-26,Херсонська,0.71,0.7,0.62,0.8,0.24,0.73,0.0,0,16
2020-05-27,Херсонська,0.72,0.71,0.62,0.81,0.22,0.67,0.0,0,8
2020-05-28,Херсонська,0.72,0.72,0.61,0.81,0.21,0.62,0.0,0,16
2020-05-29,Херсонська,0.73,0.73,0.63,0.83,0.2,0.57,1.07,1,16
2020-05-30,Херсонська,0.74,0.74,0.64,0.84,0.19,0.53,0.0,0,0
2020-05-31,Херсонська,0.74,0.74,0.63,0.84,0.18,0.49,0.0,0,0
2020-06-01,Херсонська,0.75,0.75,0.62,0.84,0.17,0.45,0.0,0,588
2020-06-02,Херсонська,0.76,0.75,0.62,0.84,0.16,0.42,0.0,0,678
2020-06-03,Херсонська,0.76,0.76,0.63,0.86,0.15,0.39,0.0,0,521
2020-06-04,Херсонська,0.77,0.77,0.64,0.88,0.14,0.36,0.0,0,436
2020-06-05,Херсонська,0.77,0.77,0.63,0.87,0.13,0.34,0.0,0,837
2020-06-06,Херсонська,0.78,0.77,0.63,0.88,0.13,0.32,0.0,0,568
2020-06-07,Херсонська,0.78,0.77,0.63,0.89,0.12,0.29,0.0,0,300
2020-06-08,Херсонська,0.78,0.78,0.64,0.91,0.12,0.28,0.0,0,300
2020-06-09,Херсонська,0.78,0.79,0.64,0.92,0.11,0.26,0.0,0,578
2020-06-10,Херсонська,0.79,0.78,0.63,0.91,0.11,0.24,0.0,0,448
2020-06-11,Херсонська,0.79,0.79,0.64,0.93,0.1,0.23,0.0,0,753
2020-06-12,Херсонська,0.79,0.79,0.64,0.93,0.1,0.21,0.0,0,634
2020-06-13,Херсонська,0.79,0.79,0.62,0.93,0.09,0.2,0.52,1,250
2020-06-14,Херсонська,0.8,0.79,0.62,0.93,0.09,0.19,2.58,3,151
2020-06-15,Херсонська,0.8,0.79,0.63,0.95,0.09,0.18,0.0,0,593
2020-06-16,Херсонська,0.8,0.79,0.63,0.96,0.08,0.17,0.0,0,564
2020-06-17,Херсонська,0.8,0.79,0.63,0.97,0.08,0.16,0.0,0,646
2020-06-18,Херсонська,0.8,0.79,0.62,0.96,0.08,0.15,0.38,2,681
2020-06-19,Херсонська,0.8,0.79,0.62,0.96,0.08,0.14,0.18,1,720
2020-06-20,Херсонська,0.8,0.79,0.61,0.96,0.07,0.14,0.0,0,545
2020-06-21,Херсонська,0.8,0.79,0.62,0.99,0.07,0.13,0.67,2,388
2020-06-22,Херсонська,0.8,0.79,0.6,0.98,0.07,0.12,0.0,0,604
2020-06-23,Херсонська,0.8,0.79,0.59,0.97,0.07,0.12,0.0,0,1002
2020-06-24,Херсонська,0.8,0.79,0.58,0.96,0.06,0.11,0.0,0,869
2020-06-25,Херсонська,0.8,0.79,0.6,0.99,0.06,0.11,0.38,2,682
2020-06-26,Херсонська,0.8,0.78,0.59,0.99,0.06,0.1,0.11,1,1215
2020-06-27,Херсонська,0.8,0.78,0.6,1.0,0.06,0.1,0.0,0,756
2020-06-28,Херсонська,0.81,0.78,0.58,0.99,0.06,0.09,0.0,0,429
2020-06-29,Херсонська,0.81,0.78,0.59,1.01,0.06,0.09,0.0,0,427
2020-06-30,Херсонська,0.8,0.78,0.58,0.99,0.06,0.09,0.47,2,555
2020-07-01,Херсонська,0.8,0.79,0.59,1.02,0.05,0.08,0.41,2,631
2020-07-02,Херсонська,0.81,0.78,0.58,1.0,0.05,0.08,0.15,1,890
2020-03-03,Хмельницька,1.4,1.37,1.16,1.66,3.67,0.0,0.0,0,0
2020-03-04,Хмельницька,1.4,1.38,1.15,1.64,0.04,0.0,0.0,0,0
2020-03-05,Хмельницька,1.4,1.37,1.13,1.63,0.51,0.0,0.0,0,0
2020-03-06,Хмельницька,1.4,1.38,1.13,1.61,0.96,0.0,0.0,0,0
2020-03-07,Хмельницька,1.4,1.38,1.11,1.57,1.04,0.0,0.0,0,0
2020-03-08,Хмельницька,1.4,1.38,1.17,1.63,1.04,0.0,0.0,0,0
2020-03-09,Хмельницька,1.4,1.38,1.17,1.6,1.09,0.25,0.0,0,0
2020-03-10,Хмельницька,1.4,1.39,1.18,1.59,1.16,0.39,0.0,0,0
2020-03-11,Хмельницька,1.41,1.39,1.18,1.58,1.24,0.47,0.0,0,0
2020-03-12,Хмельницька,1.4,1.39,1.2,1.59,1.32,0.54,0.0,0,0
2020-03-13,Хмельницька,1.41,1.39,1.19,1.58,1.4,0.63,2.02,1,3
2020-03-14,Хмельницька,1.41,1.39,1.21,1.59,1.5,0.69,0.0,0,0
2020-03-15,Хмельницька,1.41,1.39,1.2,1.58,1.6,0.79,0.0,0,0
2020-03-16,Хмельницька,1.41,1.39,1.2,1.56,1.71,0.84,0.0,0,0
2020-03-17,Хмельницька,1.41,1.4,1.24,1.58,1.82,0.9,0.0,0,0
2020-03-18,Хмельницька,1.41,1.4,1.25,1.59,1.95,0.99,0.0,0,0
2020-03-19,Хмельницька,1.41,1.39,1.24,1.56,2.08,1.05,0.0,0,0
2020-03-20,Хмельницька,1.41,1.4,1.23,1.56,2.23,1.12,0.0,0,0
2020-03-21,Хмельницька,1.4,1.4,1.24,1.57,2.38,1.2,0.0,0,0
2020-03-22,Хмельницька,1.4,1.4,1.22,1.54,2.55,1.29,0.0,0,9
2020-03-23,Хмельницька,1.4,1.39,1.23,1.53,2.72,1.38,0.0,0,0
2020-03-24,Хмельницька,1.39,1.39,1.23,1.53,2.91,1.47,0.0,0,3
2020-03-25,Хмельницька,1.39,1.38,1.23,1.52,3.12,1.57,0.0,0,9
2020-03-26,Хмельницька,1.39,1.38,1.23,1.52,3.33,1.67,0.0,0,0
2020-03-27,Хмельницька,1.38,1.38,1.24,1.52,3.56,1.79,2.02,1,15
2020-03-28,Хмельницька,1.37,1.37,1.24,1.51,3.8,1.91,2.02,1,3
2020-03-29,Хмельницька,1.37,1.36,1.22,1.5,4.05,2.05,0.0,0,3
2020-03-30,Хмельницька,1.36,1.36,1.21,1.48,4.32,2.19,2.02,1,9
2020-03-31,Хмельницька,1.36,1.35,1.23,1.5,4.6,2.34,4.04,2,15
2020-04-01,Хмельницька,1.35,1.34,1.23,1.49,4.89,2.5,4.04,2,15
2020-04-02,Хмельницька,1.34,1.33,1.22,1.48,5.2,2.67,6.05,3,27
2020-04-03,Хмельницька,1.33,1.33,1.22,1.49,5.52,2.86,0.0,0,18
2020-04-04,Хмельницька,1.32,1.32,1.21,1.47,5.85,3.05,0.0,0,6
2020-04-05,Хмельницька,1.31,1.31,1.18,1.42,6.2,3.26,0.0,0,9
2020-04-06,Хмельницька,1.3,1.3,1.17,1.41,6.56,3.48,10.09,5,18
2020-04-07,Хмельницька,1.29,1.29,1.17,1.4,6.93,3.72,0.0,0,0
2020-04-08,Хмельницька,1.28,1.28,1.17,1.4,7.3,3.96,0.0,0,30
2020-04-09,Хмельницька,1.27,1.27,1.16,1.4,7.69,4.22,4.04,2,51
2020-04-10,Хмельницька,1.27,1.27,1.13,1.37,8.08,4.5,8.07,4,36
2020-04-11,Хмельницька,1.25,1.25,1.13,1.36,8.48,4.78,0.0,0,6
2020-04-12,Хмельницька,1.24,1.24,1.13,1.35,8.89,5.09,2.02,1,9
2020-04-13,Хмельницька,1.23,1.23,1.11,1.33,9.3,5.4,22.2,11,57
2020-04-14,Хмельницька,1.21,1.22,1.1,1.32,9.7,5.73,2.02,1,12
2020-04-15,Хмельницька,1.2,1.2,1.08,1.3,10.11,6.07,6.05,3,15
2020-04-16,Хмельницька,1.19,1.18,1.08,1.29,10.51,6.42,2.02,1,45
2020-04-17,Хмельницька,1.17,1.17,1.07,1.28,10.9,6.78,12.11,6,33
2020-04-18,Хмельницька,1.16,1.16,1.04,1.25,11.27,7.16,8.07,4,18
2020-04-19,Хмельницька,1.14,1.14,1.04,1.24,11.63,7.54,0.0,0,0
2020-04-20,Хмельницька,1.13,1.12,1.02,1.22,11.98,7.93,6.05,3,30
2020-04-21,Хмельницька,1.11,1.11,0.98,1.18,12.31,8.33,18.16,9,33
2020-04-22,Хмельницька,1.09,1.09,0.98,1.18,12.61,8.74,6.05,3,45
2020-04-23,Хмельницька,1.07,1.07,0.98,1.16,12.87,9.15,4.04,2,39
2020-04-24,Хмельницька,1.06,1.05,0.96,1.15,13.1,9.56,2.02,1,36
2020-04-25,Хмельницька,1.04,1.03,0.95,1.12,13.29,9.97,8.07,4,33
2020-04-26,Хмельницька,1.02,1.02,0.94,1.11,13.44,10.37,2.02,1,9
2020-04-27,Хмельницька,1.0,0.99,0.92,1.08,13.55,10.77,18.16,9,66
2020-04-28,Хмельницька,0.99,0.98,0.9,1.07,13.61,11.17,2.02,1,33
2020-04-29,Хмельницька,0.97,0.96,0.87,1.04,13.62,11.55,0.0,0,48
2020-04-30,Хмельницька,0.95,0.95,0.87,1.02,13.59,11.91,22.2,11,60
2020-05-01,Хмельницька,0.94,0.94,0.85,1.01,13.52,12.26,10.59,6,125
2020-05-02,Хмельницька,0.93,0.93,0.84,1.0,13.41,12.58,32.29,16,95
2020-05-03,Хмельницька,0.91,0.91,0.84,0.99,13.26,12.88,0.0,0,0
2020-05-04,Хмельницька,0.9,0.9,0.82,0.98,13.08,13.14,32.29,16,100
2020-05-05,Хмельницька,0.89,0.89,0.81,0.97,12.87,13.38,12.11,6,70
2020-05-06,Хмельницька,0.88,0.88,0.81,0.96,12.63,13.58,10.09,5,85
2020-05-07,Хмельницька,0.88,0.87,0.8,0.96,12.36,13.74,29.88,21,155
2020-05-08,Хмельницька,0.87,0.87,0.79,0.94,12.08,13.86,10.09,5,45
2020-05-09,Хмельницька,0.86,0.86,0.78,0.93,11.78,13.94,18.16,9,75
2020-05-10,Хмельницька,0.86,0.86,0.78,0.93,11.47,13.99,0.0,0,0
2020-05-11,Хмельницька,0.86,0.85,0.79,0.93,11.16,13.99,23.53,16,150
2020-05-12,Хмельницька,0.85,0.85,0.79,0.92,10.85,13.96,24.81,18,160
2020-05-13,Хмельницька,0.85,0.85,0.77,0.92,10.53,13.89,18.16,9,100
2020-05-14,Хмельницька,0.85,0.85,0.78,0.92,10.23,13.78,8.07,4,70
2020-05-15,Хмельницька,0.85,0.84,0.77,0.92,9.92,13.64,32.77,26,175
2020-05-16,Хмельницька,0.85,0.85,0.77,0.91,9.62,13.47,20.18,10,96
2020-05-17,Хмельницька,0.85,0.85,0.77,0.91,9.32,13.28,0.0,0,0
2020-05-18,Хмельницька,0.85,0.85,0.78,0.92,9.03,13.06,19.69,10,112
2020-05-19,Хмельницька,0.85,0.85,0.78,0.92,8.75,12.82,9.59,8,184
2020-05-20,Хмельницька,0.86,0.85,0.77,0.93,8.48,12.57,6.89,6,192
2020-05-21,Хмельницька,0.86,0.86,0.77,0.93,8.23,12.3,20.05,24,264
2020-05-22,Хмельницька,0.87,0.86,0.78,0.94,7.98,12.02,6.89,15,480
2020-05-23,Хмельницька,0.87,0.87,0.79,0.94,7.76,11.73,14.18,18,280
2020-05-24,Хмельницька,0.87,0.87,0.8,0.95,7.54,11.44,0.0,0,0
2020-05-25,Хмельницька,0.88,0.88,0.8,0.96,7.34,11.15,6.33,14,488
2020-05-26,Хмельницька,0.89,0.88,0.81,0.97,7.15,10.85,6.72,10,328
2020-05-27,Хмельницька,0.89,0.89,0.8,0.96,6.97,10.56,14.98,25,368
2020-05-28,Хмельницька,0.9,0.9,0.81,0.97,6.81,10.27,14.22,33,512
2020-05-29,Хмельницька,0.9,0.9,0.82,0.99,6.65,9.99,9.48,11,256
2020-05-30,Хмельницька,0.91,0.91,0.82,0.99,6.51,9.71,18.16,9,0
2020-05-31,Хмельницька,0.91,0.92,0.83,1.01,6.38,9.44,0.0,0,0
2020-06-01,Хмельницька,0.92,0.92,0.84,1.02,6.26,9.18,1.38,3,480
2020-06-02,Хмельницька,0.92,0.92,0.83,1.01,6.15,8.93,27.24,31,251
2020-06-03,Хмельницька,0.92,0.92,0.83,1.01,6.05,8.69,10.76,12,246
2020-06-04,Хмельницька,0.93,0.92,0.82,1.02,5.95,8.46,0.81,4,1093
2020-06-05,Хмельницька,0.93,0.92,0.83,1.03,5.86,8.24,11.27,14,274
2020-06-06,Хмельницька,0.93,0.93,0.83,1.03,5.77,8.03,0.0,0,474
2020-06-07,Хмельницька,0.93,0.93,0.82,1.03,5.68,7.84,0.0,0,252
2020-06-08,Хмельницька,0.93,0.93,0.82,1.04,5.6,7.65,1.16,1,190
2020-06-09,Хмельницька,0.93,0.93,0.8,1.04,5.53,7.48,0.34,1,658
2020-06-10,Хмельницька,0.93,0.92,0.8,1.05,5.45,7.32,2.31,6,573
2020-06-11,Хмельницька,0.93,0.92,0.81,1.06,5.38,7.16,6.72,17,558
2020-06-12,Хмельницька,0.92,0.91,0.81,1.07,5.31,7.02,18.94,14,163
2020-06-13,Хмельницька,0.92,0.91,0.79,1.06,5.24,6.89,4.02,7,384
2020-06-14,Хмельницька,0.92,0.91,0.77,1.05,5.16,6.76,2.85,4,310
2020-06-15,Хмельницька,0.91,0.91,0.75,1.04,5.09,6.64,2.93,8,603
2020-06-16,Хмельницька,0.91,0.91,0.76,1.05,5.01,6.52,8.63,18,460
2020-06-17,Хмельницька,0.91,0.9,0.74,1.05,4.94,6.42,14.7,20,300
2020-06-18,Хмельницька,0.91,0.91,0.73,1.05,4.87,6.31,7.19,6,184
2020-06-19,Хмельницька,0.91,0.91,0.74,1.06,4.8,6.21,4.73,11,513
2020-06-20,Хмельницька,0.91,0.9,0.74,1.06,4.73,6.12,0.7,1,313
2020-06-21,Хмельницька,0.91,0.9,0.7,1.03,4.67,6.03,0.0,0,201
2020-06-22,Хмельницька,0.91,0.91,0.74,1.08,4.6,5.94,2.13,3,310
2020-06-23,Хмельницька,0.91,0.9,0.71,1.05,4.55,5.85,4.51,10,489
2020-06-24,Хмельницька,0.91,0.9,0.71,1.06,4.5,5.76,15.44,32,457
2020-06-25,Хмельницька,0.91,0.9,0.72,1.08,4.45,5.67,26.58,67,556
2020-06-26,Хмельницька,0.91,0.9,0.71,1.07,4.41,5.59,21.64,63,642
2020-06-27,Хмельницька,0.91,0.9,0.7,1.07,4.37,5.51,4.93,11,492
2020-06-28,Хмельницька,0.91,0.9,0.69,1.08,4.33,5.43,0.0,0,388
2020-06-29,Хмельницька,0.91,0.9,0.71,1.1,4.3,5.35,1.89,4,468
2020-06-30,Хмельницька,0.91,0.89,0.67,1.06,4.27,5.27,1.39,5,792
2020-07-01,Хмельницька,0.91,0.9,0.7,1.1,4.25,5.2,4.94,12,536
2020-07-02,Хмельницька,0.91,0.9,0.67,1.08,4.23,5.13,0.0,0,597
2020-03-12,Черкаська,1.28,1.26,1.1,1.47,22.41,0.0,0.0,0,0
2020-03-13,Черкаська,1.27,1.26,1.1,1.45,0.21,0.0,0.0,0,0
2020-03-14,Черкаська,1.27,1.26,1.08,1.42,2.92,0.0,0.0,0,0
2020-03-15,Черкаська,1.26,1.25,1.06,1.39,5.53,0.0,0.0,0,0
2020-03-16,Черкаська,1.25,1.25,1.08,1.39,5.92,0.0,0.0,0,0
2020-03-17,Черкаська,1.24,1.23,1.1,1.39,5.83,0.0,0.0,0,0
2020-03-18,Черкаська,1.23,1.23,1.08,1.37,6.0,1.49,0.0,0,0
2020-03-19,Черкаська,1.23,1.22,1.07,1.35,6.29,2.32,0.0,0,0
2020-03-20,Черкаська,1.21,1.21,1.07,1.33,6.57,2.8,0.0,0,0
2020-03-21,Черкаська,1.21,1.2,1.08,1.33,6.84,3.18,0.0,0,0
2020-03-22,Черкаська,1.2,1.2,1.07,1.3,7.1,3.67,1.26,1,48
2020-03-23,Черкаська,1.19,1.19,1.07,1.29,7.37,4.02,0.0,0,0
2020-03-24,Черкаська,1.18,1.18,1.08,1.3,7.64,4.53,0.0,0,12
2020-03-25,Черкаська,1.17,1.17,1.08,1.29,7.91,4.75,1.26,1,12
2020-03-26,Черкаська,1.16,1.16,1.05,1.25,8.18,5.05,0.0,0,6
2020-03-27,Черкаська,1.15,1.15,1.06,1.26,8.44,5.44,1.26,1,21
2020-03-28,Черкаська,1.14,1.14,1.03,1.24,8.7,5.68,40.47,32,129
2020-03-29,Черкаська,1.13,1.12,1.02,1.22,8.95,5.97,18.97,15,51
2020-03-30,Черкаська,1.11,1.11,1.01,1.21,9.18,6.25,1.26,1,45
2020-03-31,Черкаська,1.09,1.09,0.99,1.19,9.4,6.61,1.26,1,108
2020-04-01,Черкаська,1.08,1.08,0.97,1.17,9.59,6.85,0.0,0,3
2020-04-02,Черкаська,1.07,1.06,0.96,1.15,9.77,7.12,2.53,2,30
2020-04-03,Черкаська,1.05,1.05,0.95,1.14,9.93,7.4,2.53,2,78
2020-04-04,Черкаська,1.03,1.03,0.93,1.13,10.05,7.68,5.06,4,84
2020-04-05,Черкаська,1.02,1.01,0.92,1.11,10.16,7.96,3.79,3,21
2020-04-06,Черкаська,1.0,0.99,0.89,1.07,10.23,8.24,17.7,14,57
2020-04-07,Черкаська,0.98,0.98,0.9,1.07,10.27,8.51,3.79,3,21
2020-04-08,Черкаська,0.96,0.96,0.87,1.04,10.27,8.75,0.0,0,21
2020-04-09,Черкаська,0.95,0.94,0.86,1.04,10.24,8.98,7.59,6,39
2020-04-10,Черкаська,0.93,0.93,0.85,1.02,10.18,9.22,11.38,9,30
2020-04-11,Черкаська,0.92,0.91,0.84,1.0,10.08,9.44,5.06,4,90
2020-04-12,Черкаська,0.9,0.9,0.82,0.97,9.96,9.64,3.79,3,12
2020-04-13,Черкаська,0.89,0.89,0.82,0.98,9.8,9.81,5.06,4,27
2020-04-14,Черкаська,0.88,0.88,0.8,0.95,9.62,9.97,6.32,5,84
2020-04-15,Черкаська,0.87,0.87,0.8,0.95,9.41,10.1,16.44,13,66
2020-04-16,Черкаська,0.86,0.86,0.76,0.92,9.19,10.21,22.76,18,69
2020-04-17,Черкаська,0.85,0.85,0.77,0.92,8.96,10.29,1.26,1,27
2020-04-18,Черкаська,0.85,0.84,0.77,0.92,8.71,10.34,20.23,16,54
2020-04-19,Черкаська,0.84,0.84,0.77,0.92,8.45,10.36,20.23,16,66
2020-04-20,Черкаська,0.84,0.84,0.77,0.92,8.2,10.35,13.91,11,45
2020-04-21,Черкаська,0.84,0.84,0.77,0.92,7.94,10.31,25.29,20,72
2020-04-22,Черкаська,0.84,0.84,0.76,0.91,7.69,10.25,17.7,14,60
2020-04-23,Черкаська,0.84,0.83,0.76,0.91,7.44,10.15,16.44,13,75
2020-04-24,Черкаська,0.84,0.84,0.76,0.91,7.19,10.04,22.76,18,69
2020-04-25,Черкаська,0.85,0.84,0.77,0.92,6.96,9.89,8.85,7,27
2020-04-26,Черкаська,0.85,0.84,0.78,0.93,6.73,9.72,11.38,9,39
2020-04-27,Черкаська,0.85,0.85,0.77,0.92,6.52,9.54,11.38,9,45
2020-04-28,Черкаська,0.86,0.85,0.77,0.93,6.31,9.35,18.97,15,120
2020-04-29,Черкаська,0.86,0.86,0.79,0.94,6.12,9.13,1.26,1,78
2020-04-30,Черкаська,0.87,0.86,0.79,0.95,5.94,8.92,7.59,6,220
2020-05-01,Черкаська,0.87,0.87,0.8,0.96,5.77,8.69,13.91,11,95
2020-05-02,Черкаська,0.88,0.88,0.8,0.96,5.61,8.46,0.0,0,45
2020-05-03,Черкаська,0.89,0.88,0.8,0.96,5.47,8.23,6.32,5,75
2020-05-04,Черкаська,0.89,0.89,0.8,0.96,5.33,8.0,5.06,4,160
2020-05-05,Черкаська,0.9,0.9,0.81,0.96,5.2,7.77,2.53,2,175
2020-05-06,Черкаська,0.91,0.9,0.82,0.98,5.09,7.55,16.44,13,255
2020-05-07,Черкаська,0.91,0.91,0.83,0.98,4.98,7.34,3.79,3,125
2020-05-08,Черкаська,0.92,0.92,0.84,1.0,4.88,7.12,0.0,0,115
2020-05-09,Черкаська,0.93,0.92,0.84,1.0,4.79,6.92,6.32,5,50
2020-05-10,Черкаська,0.93,0.93,0.86,1.02,4.71,6.73,2.53,2,40
2020-05-11,Черкаська,0.94,0.94,0.86,1.02,4.64,6.54,2.53,2,25
2020-05-12,Черкаська,0.95,0.95,0.86,1.03,4.58,6.36,1.26,1,85
2020-05-13,Черкаська,0.95,0.96,0.87,1.03,4.52,6.2,2.53,2,125
2020-05-14,Черкаська,0.96,0.96,0.87,1.03,4.47,6.04,2.53,2,45
2020-05-15,Черкаська,0.97,0.97,0.88,1.05,4.42,5.89,16.44,13,125
2020-05-16,Черкаська,0.97,0.97,0.88,1.05,4.38,5.75,11.38,9,72
2020-05-17,Черкаська,0.98,0.97,0.89,1.05,4.35,5.62,2.53,2,16
2020-05-18,Черкаська,0.98,0.98,0.89,1.05,4.32,5.5,2.53,2,40
2020-05-19,Черкаська,0.98,0.98,0.91,1.07,4.3,5.39,7.59,6,72
2020-05-20,Черкаська,0.98,0.98,0.9,1.07,4.28,5.29,0.0,0,0
2020-05-21,Черкаська,0.98,0.98,0.88,1.06,4.26,5.19,0.0,0,24
2020-05-22,Черкаська,0.98,0.98,0.87,1.06,4.24,5.11,3.79,3,112
2020-05-23,Черкаська,0.98,0.97,0.88,1.06,4.23,5.03,3.79,3,72
2020-05-24,Черкаська,0.97,0.97,0.88,1.08,4.21,4.96,2.53,2,40
2020-05-25,Черкаська,0.97,0.97,0.88,1.07,4.19,4.89,0.0,0,8
2020-05-26,Черкаська,0.96,0.96,0.86,1.06,4.17,4.83,0.0,0,16
2020-05-27,Черкаська,0.96,0.96,0.85,1.04,4.14,4.78,10.12,8,80
2020-05-28,Черкаська,0.95,0.95,0.85,1.05,4.12,4.73,1.26,1,32
2020-05-29,Черкаська,0.94,0.94,0.84,1.03,4.08,4.69,6.32,5,8
2020-05-30,Черкаська,0.94,0.94,0.85,1.04,4.05,4.65,2.53,2,48
2020-05-31,Черкаська,0.94,0.94,0.84,1.03,4.0,4.62,2.53,2,48
2020-06-01,Черкаська,0.93,0.93,0.83,1.01,3.96,4.59,0.6,4,2335
2020-06-02,Черкаська,0.92,0.92,0.84,1.01,3.91,4.56,0.51,4,2766
2020-06-03,Черкаська,0.92,0.91,0.83,1.01,3.85,4.53,6.67,12,629
2020-06-04,Черкаська,0.91,0.91,0.8,0.99,3.79,4.5,2.53,4,553
2020-06-05,Черкаська,0.91,0.91,0.81,1.0,3.73,4.47,6.05,18,1041
2020-06-06,Черкаська,0.91,0.9,0.8,1.0,3.67,4.43,6.88,11,559
2020-06-07,Черкаська,0.9,0.9,0.79,1.0,3.61,4.4,8.37,10,418
2020-06-08,Черкаська,0.9,0.89,0.77,0.98,3.54,4.36,22.76,18,233
2020-06-09,Черкаська,0.9,0.89,0.77,0.99,3.48,4.32,5.05,12,831
2020-06-10,Черкаська,0.9,0.89,0.78,1.01,3.41,4.28,1.67,4,836
2020-06-11,Черкаська,0.89,0.89,0.76,0.99,3.34,4.24,4.55,14,1077
2020-06-12,Черкаська,0.89,0.89,0.77,1.01,3.27,4.19,8.98,18,701
2020-06-13,Черкаська,0.89,0.89,0.76,1.01,3.2,4.14,4.16,8,672
2020-06-14,Черкаська,0.89,0.88,0.74,1.0,3.14,4.08,1.17,2,597
2020-06-15,Черкаська,0.89,0.88,0.74,1.01,3.07,4.02,5.27,11,730
2020-06-16,Черкаська,0.89,0.88,0.73,1.01,3.01,3.97,1.5,2,465
2020-06-17,Черкаська,0.89,0.88,0.73,1.01,2.95,3.9,1.17,4,1201
2020-06-18,Черкаська,0.89,0.89,0.73,1.03,2.89,3.84,6.35,16,881
2020-06-19,Черкаська,0.89,0.88,0.72,1.03,2.84,3.78,4.48,8,625
2020-06-20,Черкаська,0.89,0.88,0.72,1.02,2.79,3.71,5.25,9,600
2020-06-21,Черкаська,0.89,0.88,0.72,1.04,2.74,3.64,1.26,1,48
2020-06-22,Черкаська,0.89,0.88,0.7,1.03,2.69,3.58,4.3,8,651
2020-06-23,Черкаська,0.89,0.88,0.7,1.04,2.65,3.51,3.7,8,757
2020-06-24,Черкаська,0.9,0.88,0.69,1.04,2.61,3.44,2.94,5,595
2020-06-25,Черкаська,0.9,0.88,0.7,1.05,2.57,3.38,4.68,8,598
2020-06-26,Черкаська,0.89,0.88,0.7,1.06,2.54,3.31,1.64,6,1276
2020-06-27,Черкаська,0.9,0.88,0.7,1.07,2.5,3.25,4.16,7,589
2020-06-28,Черкаська,0.89,0.88,0.71,1.09,2.47,3.19,0.0,0,180
2020-06-29,Черкаська,0.89,0.88,0.68,1.07,2.45,3.13,3.79,3,29
2020-06-30,Черкаська,0.9,0.88,0.68,1.08,2.42,3.08,2.53,2,192
2020-07-01,Черкаська,0.89,0.88,0.69,1.09,2.4,3.02,0.0,0,384
2020-07-02,Черкаська,0.9,0.88,0.67,1.08,2.38,2.97,4.04,8,692
2020-02-21,Чернівецька,1.96,1.94,1.59,2.19,7.98,0.0,0.0,0,0
2020-02-22,Чернівецька,1.96,1.93,1.67,2.28,0.11,0.0,0.0,0,0
2020-02-23,Чернівецька,1.95,1.94,1.65,2.23,1.56,0.0,0.0,0,0
2020-02-24,Чернівецька,1.95,1.93,1.66,2.23,2.98,0.0,0.0,0,0
2020-02-25,Чернівецька,1.95,1.93,1.64,2.18,3.3,0.0,0.0,0,0
2020-02-26,Чернівецька,1.95,1.94,1.68,2.19,3.56,0.0,0.0,0,0
2020-02-27,Чернівецька,1.94,1.93,1.71,2.21,4.07,0.57,0.0,0,0
2020-02-28,Чернівецька,1.93,1.92,1.66,2.13,4.71,0.89,0.0,0,0
2020-02-29,Чернівецька,1.92,1.91,1.66,2.13,5.4,1.11,0.0,0,0
2020-03-01,Чернівецька,1.91,1.9,1.68,2.13,6.18,1.35,0.0,0,0
2020-03-02,Чернівецька,1.9,1.89,1.64,2.08,7.07,1.67,3.49,1,3
2020-03-03,Чернівецька,1.88,1.88,1.68,2.09,8.09,1.96,0.0,0,0
2020-03-04,Чернівецька,1.87,1.87,1.67,2.08,9.24,2.36,0.0,0,3
2020-03-05,Чернівецька,1.84,1.84,1.63,2.02,10.54,2.7,0.0,0,3
2020-03-06,Чернівецька,1.82,1.8,1.61,1.99,12.01,3.11,0.0,0,9
2020-03-07,Чернівецька,1.79,1.79,1.59,1.96,13.64,3.63,0.0,0,9
2020-03-08,Чернівецька,1.76,1.76,1.57,1.93,15.45,4.15,0.0,0,0
2020-03-09,Чернівецька,1.74,1.73,1.54,1.88,17.45,4.77,0.0,0,0
2020-03-10,Чернівецька,1.71,1.7,1.52,1.85,19.64,5.47,0.0,0,6
2020-03-11,Чернівецька,1.67,1.67,1.49,1.81,22.04,6.3,0.0,0,0
